frc973 ,  frc3257 ,  frc299 ,  8 ,  frc1138 ,  frc4 ,  frc1388 ,  2
frc1678 ,  frc1159 ,  frc2584 ,  4 ,  frc8060 ,  frc2659 ,  frc2429 ,  1
frc359 ,  frc3328 ,  frc5285 ,  1 ,  frc3501 ,  frc867 ,  frc5089 ,  2
frc4414 ,  frc2465 ,  frc6814 ,  9 ,  frc580 ,  frc7137 ,  frc5012 ,  0
frc115 ,  frc8060 ,  frc589 ,  1 ,  frc3257 ,  frc1661 ,  frc207 ,  1
frc5869 ,  frc2584 ,  frc359 ,  4 ,  frc1138 ,  frc3309 ,  frc7415 ,  1
frc4 ,  frc2659 ,  frc3501 ,  2 ,  frc8129 ,  frc580 ,  frc6814 ,  0
frc2584 ,  frc1138 ,  frc2429 ,  11 ,  frc115 ,  frc4 ,  frc4414 ,  6
frc867 ,  frc691 ,  frc114 ,  2 ,  frc4481 ,  frc2429 ,  frc5818 ,  0
frc6934 ,  frc4414 ,  frc1678 ,  8 ,  frc4711 ,  frc696 ,  frc3328 ,  0
frc6560 ,  frc1388 ,  frc299 ,  14 ,  frc7137 ,  frc3863 ,  frc1159 ,  1
frc5012 ,  frc973 ,  frc2465 ,  6 ,  frc5285 ,  frc5089 ,  frc2102 ,  0
frc691 ,  frc4 ,  frc589 ,  0 ,  frc3328 ,  frc4481 ,  frc2659 ,  4
frc3863 ,  frc580 ,  frc5869 ,  1 ,  frc1159 ,  frc115 ,  frc867 ,  7
frc8060 ,  frc7415 ,  frc3501 ,  0 ,  frc2465 ,  frc1138 ,  frc7137 ,  0
frc696 ,  frc207 ,  frc3309 ,  4 ,  frc6560 ,  frc973 ,  frc5089 ,  9
frc4414 ,  frc3257 ,  frc5285 ,  5 ,  frc359 ,  frc299 ,  frc1661 ,  1
frc2429 ,  frc5012 ,  frc8129 ,  0 ,  frc5818 ,  frc4711 ,  frc6814 ,  5
frc4481 ,  frc1388 ,  frc5012 ,  2 ,  frc5869 ,  frc6560 ,  frc1678 ,  5
frc1678 ,  frc114 ,  frc1388 ,  7 ,  frc6934 ,  frc2102 ,  frc2584 ,  4
frc7137 ,  frc696 ,  frc973 ,  8 ,  frc1159 ,  frc359 ,  frc589 ,  1
frc5012 ,  frc115 ,  frc1138 ,  6 ,  frc691 ,  frc5818 ,  frc3501 ,  1
frc2659 ,  frc3257 ,  frc2465 ,  3 ,  frc3309 ,  frc867 ,  frc1388 ,  1
frc299 ,  frc2429 ,  frc4711 ,  0 ,  frc580 ,  frc7415 ,  frc114 ,  0
frc3863 ,  frc6560 ,  frc207 ,  10 ,  frc1678 ,  frc5285 ,  frc4 ,  1
frc2584 ,  frc8060 ,  frc4414 ,  10 ,  frc6934 ,  frc5869 ,  frc6814 ,  0
frc3328 ,  frc5089 ,  frc1661 ,  2 ,  frc2102 ,  frc8129 ,  frc4481 ,  1
frc973 ,  frc4711 ,  frc3863 ,  2 ,  frc691 ,  frc7137 ,  frc2659 ,  6
frc1138 ,  frc299 ,  frc867 ,  4 ,  frc207 ,  frc8060 ,  frc8129 ,  0
frc1678 ,  frc973 ,  frc4 ,  3 ,  frc2102 ,  frc4481 ,  frc6814 ,  4
frc1678 ,  frc973 ,  frc4 ,  12 ,  frc2102 ,  frc4481 ,  frc6814 ,  1
frc6560 ,  frc115 ,  frc114 ,  19 ,  frc2584 ,  frc2429 ,  frc5818 ,  3
frc6560 ,  frc115 ,  frc114 ,  23 ,  frc2584 ,  frc2429 ,  frc5818 ,  2
frc6560 ,  frc115 ,  frc114 ,  11 ,  frc2584 ,  frc2429 ,  frc5818 ,  1
