frc1678 ,  2.2670327537636075
frc973 ,  4.829877838100797
frc4 ,  0.4385888299514866
frc6560 ,  8.75364800881216
frc115 ,  3.1507773863323405
frc114 ,  2.1439249695015805
frc5089 ,  -0.2696294027314206
frc359 ,  1.7460863602564058
frc1388 ,  1.216738142174799
frc3309 ,  -0.3447411478586451
frc2102 ,  2.313600250794969
frc4481 ,  0.6099548965982333
frc6814 ,  1.0739341567341627
frc299 ,  0.8093265450183648
frc867 ,  0.7932589171125572
frc1159 ,  0.09916772228471858
frc589 ,  0.10595886220455265
frc2465 ,  0.18402720409413884
frc1138 ,  0.782050156375581
frc2659 ,  3.145065212760075
frc4414 ,  6.124388130336279
frc3863 ,  0.3264784674908358
frc2584 ,  2.738752948720375
frc2429 ,  0.17379355210738945
frc5818 ,  0.1574952154216199
frc1661 ,  -0.18202896046071193
frc7415 ,  -0.6559631885761671
frc5285 ,  -0.7236069880326336
frc6934 ,  -0.07462989298099083
frc3501 ,  0.3354785218628943
frc3257 ,  0.6135179845728723
frc580 ,  -0.564251149240204
frc5012 ,  0.5116457686458586
frc3328 ,  -0.7757801886376885
frc696 ,  2.660208340975423
frc5869 ,  -0.47720089684119316
frc207 ,  1.3352254542703406
frc8060 ,  -0.5713705725232158
frc691 ,  0.995403836889451
frc8129 ,  -0.2564182794522605
frc4711 ,  -0.015050407263069707
frc7137 ,  0.1240608070913268
